                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                  1.303,                 2.7193,                 1.7222,                0.00333,                      1,                0.07307,                0.02567,                0.86864,                 3.4615,                 1.6907,                  2e-05,                  2e-05,                  2e-05
